,Senior Citizen,Partner,Dependents,Tenure,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Cluster
5714,No,Yes,Yes,4,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.95,Green
5715,No,No,No,32,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),108.15,Purple
5718,No,No,No,6,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),80.5,Green
5722,Yes,Yes,No,27,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.3,Purple
5724,No,No,No,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,71.35,Green
5728,No,No,No,13,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,89.4,Green
5738,No,No,No,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.6,Orange
5741,No,No,No,19,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.95,Green
5746,No,No,No,10,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),81.0,Green
5750,Yes,Yes,No,13,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.15,Green
5759,No,No,No,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.15,Green
5765,Yes,Yes,No,68,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),96.55,Purple
5779,No,No,No,39,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,95.55,Purple
5782,Yes,No,No,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.65,Green
5783,Yes,No,No,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.3,Green
5787,No,No,No,36,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,87.55,Purple
5792,Yes,No,No,15,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,96.3,Green
5798,No,No,No,5,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.2,Green
5799,No,No,No,13,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.1,Orange
5803,No,Yes,No,5,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,81.3,Green
5806,No,No,Yes,2,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.6,Orange
5810,No,Yes,Yes,17,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.45,Green
5812,No,Yes,Yes,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.0,Green
5815,Yes,No,No,9,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.05,Green
5817,No,No,Yes,1,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.4,Orange
5825,Yes,Yes,No,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.3,Green
5826,No,Yes,No,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),79.35,Green
5831,No,No,No,9,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),90.8,Green
5832,No,Yes,Yes,20,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.45,Green
5841,Yes,No,No,70,No phone service,DSL,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,45.25,Purple
5845,No,No,No,3,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.8,Green
5850,Yes,No,No,20,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),71.3,Green
5852,Yes,Yes,No,21,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.1,Green
5857,No,Yes,Yes,17,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,88.25,Green
5860,No,No,No,2,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.0,Green
5863,No,No,No,21,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.35,Green
5870,No,Yes,Yes,5,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.9,Orange
5871,No,No,No,24,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),55.65,Orange
5872,No,No,Yes,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.65,Green
5874,No,No,No,10,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.6,Green
5876,Yes,No,No,1,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.0,Green
5877,No,No,No,53,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),106.95,Purple
5880,No,No,No,3,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,29.6,Orange
5884,Yes,Yes,No,46,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),59.9,Purple
5888,No,Yes,Yes,49,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.6,Purple
5891,No,No,No,11,No phone service,DSL,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,41.6,Orange
5894,No,No,No,45,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.85,Purple
5900,No,Yes,Yes,37,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),40.2,Orange
5901,No,Yes,Yes,49,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,84.5,Purple
5906,Yes,No,No,14,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,78.95,Green
5908,No,No,No,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.2,Orange
5912,Yes,No,No,47,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),85.2,Purple
5931,Yes,Yes,No,13,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.0,Green
5932,No,Yes,No,5,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.45,Green
5933,Yes,No,No,3,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.0,Green
5934,Yes,Yes,No,26,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,93.85,Purple
5937,Yes,Yes,No,8,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.0,Green
5942,No,Yes,No,9,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,48.75,Orange
5943,No,No,No,1,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,84.85,Green
5944,No,No,No,12,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,56.65,Orange
5946,No,No,No,42,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),73.9,Purple
5947,No,Yes,Yes,33,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.5,Orange
5956,No,No,No,31,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,89.9,Purple
5957,Yes,Yes,No,18,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,78.55,Green
5966,No,Yes,No,42,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,99.45,Purple
5967,Yes,No,No,4,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),25.2,Orange
5968,No,No,No,12,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,No,Mailed check,74.05,Green
5972,Yes,No,No,15,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),55.0,Orange
5975,No,Yes,Yes,7,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,89.75,Green
5984,No,Yes,No,14,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.15,Green
5989,Yes,Yes,No,3,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.6,Green
5991,No,No,No,16,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.25,Green
5992,No,Yes,Yes,65,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),72.45,Purple
5994,No,No,No,42,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.2,Purple
6002,No,Yes,No,6,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,82.85,Green
6009,Yes,Yes,No,53,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.85,Purple
6012,No,Yes,Yes,5,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.6,Green
6016,No,No,No,68,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,108.45,Purple
6024,No,Yes,No,3,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),91.5,Green
6028,No,Yes,No,12,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),80.85,Green
6030,No,No,No,43,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),49.05,Orange
6032,Yes,Yes,No,68,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.3,Purple
6033,Yes,No,No,25,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.95,Green
6035,Yes,Yes,No,66,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,110.85,Purple
6038,No,Yes,Yes,70,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.2,Purple
6039,Yes,Yes,No,27,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),36.5,Orange
6040,No,No,No,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.75,Green
6043,No,No,No,3,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,40.15,Orange
6048,Yes,Yes,No,29,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.45,Purple
6054,No,Yes,Yes,36,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),97.35,Purple
6064,No,No,No,1,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,45.3,Orange
6066,No,No,No,2,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,94.95,Green
6068,No,No,Yes,12,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.55,Orange
6074,No,Yes,No,1,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,23.45,Orange
6080,No,No,No,1,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,29.7,Orange
6082,No,Yes,No,59,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,101.1,Purple
6085,No,No,No,3,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.65,Orange
6088,No,No,No,1,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.4,Orange
6089,Yes,Yes,No,1,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.6,Green
6091,Yes,Yes,No,2,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,86.85,Green
6100,Yes,Yes,No,29,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.05,Purple
6105,No,No,No,52,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),111.25,Purple
6106,No,No,No,2,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,55.1,Orange
6125,No,Yes,No,13,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.25,Green
6126,Yes,No,No,19,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.9,Green
6131,Yes,No,No,47,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,95.05,Purple
6137,No,No,No,5,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),53.85,Orange
6141,Yes,Yes,No,52,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.2,Purple
6142,No,Yes,No,42,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.25,Orange
6146,No,No,No,25,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.5,Purple
6151,No,No,No,9,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,71.0,Green
6152,No,No,No,16,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),93.2,Green
6155,No,Yes,No,5,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.35,Orange
6157,No,No,No,3,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,Orange
6166,No,Yes,Yes,31,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.2,Purple
6168,No,No,No,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.25,Green
6169,No,No,No,1,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.9,Orange
6172,No,Yes,No,10,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.1,Green
6174,No,No,No,4,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,29.65,Orange
6176,No,No,No,43,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,77.85,Purple
6177,No,No,No,4,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,54.3,Orange
6179,Yes,No,No,11,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.15,Green
6186,No,Yes,No,47,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),110.85,Purple
6190,No,No,No,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.5,Green
6195,No,No,No,4,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),72.2,Green
6197,No,No,No,17,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,51.5,Orange
6199,Yes,No,No,43,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,89.55,Purple
6202,No,Yes,Yes,21,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Mailed check,77.5,Green
6205,No,Yes,No,42,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),95.25,Purple
6207,Yes,No,No,46,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,85.0,Purple
6211,No,Yes,Yes,5,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,85.75,Green
6215,Yes,No,No,6,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.25,Green
6219,Yes,No,No,1,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,25.7,Orange
6223,No,Yes,Yes,7,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.0,Green
6227,No,No,No,2,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),46.05,Orange
6231,Yes,Yes,No,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,76.4,Green
6232,No,No,No,5,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.5,Green
6235,Yes,Yes,Yes,22,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,40.05,Orange
6237,No,No,No,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.95,Green
6240,No,No,Yes,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.3,Green
6241,No,No,No,3,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,49.15,Orange
6256,No,No,No,1,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,35.05,Orange
6257,Yes,No,No,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,73.0,Green
6266,Yes,No,No,33,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),83.85,Purple
6267,No,No,No,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.1,Green
6273,Yes,No,No,2,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.65,Green
6277,No,No,No,2,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,Orange
6283,No,No,No,3,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.0,Green
6287,No,No,No,26,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.95,Green
6289,No,No,No,67,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),116.2,Purple
6290,No,Yes,No,71,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),93.7,Purple
6294,No,No,No,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,Orange
6302,No,No,No,5,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.55,Green
6304,No,No,No,9,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),77.65,Green
6305,Yes,No,No,26,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,95.0,Green
6312,No,No,No,54,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),105.4,Purple
6313,No,No,No,2,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.85,Green
6317,No,No,No,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.15,Green
6321,No,Yes,No,30,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.65,Orange
6322,No,No,No,4,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.0,Green
6325,No,Yes,Yes,17,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,91.85,Green
6333,Yes,No,No,60,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,106.0,Purple
6339,No,No,Yes,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,49.9,Orange
6341,No,No,No,13,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.35,Green
6344,Yes,Yes,No,38,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.95,Purple
6346,Yes,Yes,Yes,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),49.25,Orange
6351,No,Yes,Yes,50,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,103.7,Purple
6357,No,Yes,No,65,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Electronic check,89.75,Purple
6360,No,No,No,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.3,Orange
6365,Yes,Yes,No,7,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.95,Green
6368,Yes,No,No,2,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.0,Green
6370,No,No,No,45,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),89.3,Purple
6375,No,No,No,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.3,Green
6377,No,No,No,1,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,44.65,Orange
6378,No,Yes,Yes,13,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,84.05,Green
6379,No,No,No,10,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.7,Green
6385,No,No,Yes,4,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.7,Green
6388,No,No,No,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.4,Orange
6395,No,Yes,Yes,41,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,102.6,Purple
6398,No,Yes,Yes,71,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),106.0,Purple
6401,No,No,Yes,3,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,55.1,Orange
6408,No,No,No,69,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),106.5,Purple
6413,No,Yes,Yes,32,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),91.05,Purple
6417,Yes,Yes,No,51,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,77.5,Purple
6424,No,Yes,No,72,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,54.2,Purple
6428,No,No,No,6,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.25,Green
6434,No,No,No,1,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,50.5,Orange
6438,Yes,No,No,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,Green
6444,No,No,Yes,31,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Mailed check,79.45,Purple
6448,No,No,No,58,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,104.65,Purple
6453,Yes,Yes,No,47,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.05,Purple
6460,No,No,No,44,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,100.55,Purple
6462,No,No,No,2,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,95.65,Green
6473,No,No,No,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,94.4,Green
6479,No,No,No,1,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),55.0,Orange
6482,No,No,No,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.45,Green
6486,No,Yes,No,5,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),67.95,Green
6488,No,No,No,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.5,Green
6489,No,No,No,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.85,Orange
